SalesID,SalesDate,OrderID,CustomerID,SalesPersonID,ProductID,Quantity,Sales,StoreID,OrderStatus
295,2/1/2020,12172,80,1,13,12,319.2,2,Complete
296,2/1/2020,12203,48,1,62,11,289.0,3,Complete
297,2/1/2020,12203,48,1,68,3,37.1,3,Complete
298,2/1/2020,13000,33,3,29,9,925.7,1,Complete
299,2/1/2020,13000,33,3,72,3,33.2,1,Complete
300,2/1/2020,13009,1,7,28,25,1237.4,9,Complete
301,2/1/2020,13009,1,7,62,15,502.1,9,Complete
302,2/1/2020,13028,46,2,11,14,321.9,8,Complete
303,2/1/2020,13028,46,2,16,34,274.9,8,Complete
304,2/1/2020,13028,46,2,69,17,27.8,8,Complete
305,2/1/2020,13399,44,8,30,16,524.1,9,Complete
306,2/1/2020,13428,63,8,50,27,463.0,8,Complete
307,2/1/2020,13449,32,1,31,52,390.9,9,Complete
308,2/1/2020,13449,32,1,62,35,894.9,9,Complete
309,2/1/2020,13449,32,1,68,94,1129.4,9,Complete
310,2/1/2020,13449,32,1,72,59,692.9,9,Complete
311,2/1/2020,13491,19,9,13,76,1512.0,1,Complete
312,2/1/2020,13491,19,9,57,14,240.7,1,Complete
313,2/1/2020,13596,19,2,69,34,74.6,6,Complete
314,2/1/2020,13596,19,2,71,6,191.0,6,Complete
315,2/1/2020,13601,75,1,29,25,2542.5,1,Complete
316,2/1/2020,13601,75,1,56,22,748.8,1,Complete
317,2/1/2020,13603,41,4,36,6,55.7,3,Complete
318,2/1/2020,13609,32,1,28,18,770.0,9,Complete
319,2/1/2020,13609,32,1,39,18,1117.7,9,Complete
320,2/1/2020,13616,5,2,20,31,2821.9,6,Complete
321,2/1/2020,13616,5,2,60,17,95.2,6,Complete
322,2/1/2020,13635,20,4,16,19,226.5,5,Complete
323,2/1/2020,13635,20,4,48,64,2392.8,5,Complete
324,2/1/2020,13666,23,6,11,6,188.2,6,Complete
325,2/1/2020,13666,23,6,76,18,9324.7,6,Complete
326,2/1/2020,13682,84,5,10,25,177.9,2,Complete
327,2/1/2020,13682,84,5,54,7,229.6,2,Complete
328,2/1/2020,13710,84,4,10,24,189.1,1,Complete
329,2/1/2020,13774,39,3,11,14,362.1,4,Complete
330,2/1/2020,13774,39,3,54,22,658.0,4,Complete
331,2/1/2020,13797,51,1,24,27,143.7,7,Complete
332,2/1/2020,13797,51,1,64,19,804.4,7,Complete
333,2/1/2020,13866,37,2,2,49,1020.2,6,Complete
334,2/1/2020,13866,37,2,36,49,426.9,6,Complete
335,2/1/2020,13866,37,2,59,36,391.0,6,Complete
336,2/1/2020,13866,37,2,62,18,598.2,6,Complete
337,2/1/2020,13868,49,6,66,36,787.5,8,Complete
338,2/1/2020,13868,49,6,68,24,297.5,8,Complete
339,2/1/2020,13875,48,1,62,9,233.4,5,Complete
340,2/1/2020,13875,48,1,68,3,36.6,5,Complete
341,2/1/2020,13884,23,6,41,11,88.0,4,Complete
342,2/1/2020,13884,23,6,62,76,1990.8,4,Complete
343,2/1/2020,13906,1,8,17,20,602.2,6,Complete
344,2/1/2020,13906,1,8,30,15,437.2,6,Complete
345,2/1/2020,13907,51,1,4,11,201.2,7,Complete
346,2/1/2020,13907,51,1,17,77,1615.8,7,Complete
347,2/1/2020,13907,51,1,62,31,814.1,7,Complete
348,2/1/2020,13912,89,2,4,32,758.9,2,Complete
349,2/1/2020,13912,89,2,8,64,1417.0,2,Complete
350,2/1/2020,13915,21,2,25,9,114.2,5,Complete
351,2/1/2020,13915,21,2,39,46,2594.8,5,Complete
352,2/1/2020,13915,21,2,40,4,65.3,5,Complete
353,2/1/2020,13915,21,2,75,6,44.7,5,Complete
354,2/1/2020,13919,42,1,38,19,1591.3,9,Complete
355,2/1/2020,13919,42,1,41,12,139.6,9,Complete
356,2/1/2020,13919,42,1,44,72,5925.6,9,Complete
357,2/1/2020,13919,42,1,65,9,101.3,9,Complete
358,2/1/2020,14440,62,2,20,15,1267.5,1,Complete
359,2/1/2020,14440,62,2,38,49,3972.4,1,Complete
360,2/1/2020,14440,62,2,60,86,474.1,1,Complete
361,2/1/2020,14440,62,2,72,51,570.3,1,Complete
362,2/1/2020,14672,33,3,29,9,935.5,2,Complete
363,2/1/2020,14672,33,3,72,4,44.8,2,Complete
364,2/1/2020,14694,1,7,5,23,185.3,4,Complete
365,2/1/2020,14694,1,7,29,17,2626.8,4,Complete
366,2/1/2020,14694,1,7,49,17,409.8,4,Complete
367,2/1/2020,14694,1,7,77,12,198.5,4,Complete
368,2/1/2020,14695,61,2,13,23,514.1,5,Complete
369,2/1/2020,14695,61,2,44,28,2246.8,5,Complete
370,2/1/2020,14695,61,2,51,2,206.8,5,Complete
371,2/1/2020,14702,37,2,2,48,757.7,2,Complete
372,2/1/2020,14702,37,2,36,48,317.1,2,Complete
373,2/1/2020,14702,37,2,59,36,296.4,2,Complete
374,2/1/2020,14702,37,2,62,18,453.6,2,Complete
375,2/1/2020,15140,35,3,24,12,53.3,1,Complete
376,2/1/2020,15140,35,3,41,28,256.6,1,Complete
377,2/1/2020,15230,23,6,76,46,17492.8,1,Complete
378,2/1/2020,15297,73,9,2,28,665.1,7,Complete
379,2/1/2020,15297,73,9,14,47,1271.4,7,Complete
380,2/1/2020,15297,73,9,25,8,143.0,7,Complete
381,2/1/2020,15297,73,9,26,78,3036.9,7,Complete
382,2/1/2020,15297,73,9,31,36,359.1,7,Complete
383,2/1/2020,15385,67,2,49,23,543.6,5,Complete
384,2/1/2020,15385,67,2,60,38,242.7,5,Complete
385,2/1/2020,15410,39,9,25,21,283.9,1,Complete
386,2/1/2020,15410,39,9,70,17,478.5,1,Complete
387,2/1/2020,15412,56,8,13,9,220.8,2,Complete
388,2/1/2020,15412,56,8,39,9,586.7,2,Complete
389,2/1/2020,15422,80,1,24,6,22.1,2,Complete
390,2/1/2020,15422,80,1,38,17,1110.0,2,Complete
391,2/1/2020,15422,80,1,44,10,654.0,2,Complete
392,2/1/2020,15430,1,8,1,9,198.8,1,Complete
393,2/1/2020,15430,1,8,13,11,326.4,1,Complete
394,2/1/2020,15430,1,8,56,33,1555.9,1,Complete
395,2/1/2020,15441,68,6,31,34,284.2,1,Complete
396,2/1/2020,15441,68,6,51,7,674.0,1,Complete
397,2/1/2020,15441,68,6,58,23,1253.8,1,Complete
398,2/1/2020,15441,68,6,72,24,278.9,1,Complete
399,2/1/2020,15441,68,6,73,10,10.9,1,Complete
400,2/1/2020,15499,13,3,21,11,136.7,9,Complete
401,2/1/2020,15499,13,3,37,1,5.4,9,Complete
402,2/1/2020,15502,65,2,5,12,65.5,2,Complete
403,2/1/2020,15502,65,2,7,15,562.3,2,Complete
404,2/1/2020,15502,65,2,56,2,67.6,2,Complete
405,2/1/2020,15512,65,3,20,7,769.9,2,Complete
406,2/1/2020,15512,65,3,31,45,438.0,2,Complete
407,2/1/2020,15512,65,3,72,27,395.7,2,Complete
408,2/1/2020,15531,61,2,13,23,647.1,1,Complete
409,2/1/2020,15531,61,2,44,28,2828.4,1,Complete
410,2/1/2020,15531,61,2,51,2,260.4,1,Complete
411,2/1/2020,15540,49,6,66,29,531.8,1,Complete
412,2/1/2020,15540,49,6,68,19,197.4,1,Complete
413,2/1/2020,15579,51,1,4,9,222.7,9,Complete
414,2/1/2020,15579,51,1,17,66,1873.6,9,Complete
415,2/1/2020,15579,51,1,62,27,959.2,9,Complete
416,2/1/2020,16272,19,9,30,15,347.5,2,Complete
417,2/1/2020,16272,19,9,66,24,422.0,2,Complete
418,2/1/2020,16337,61,2,21,18,191.6,7,Complete
419,2/1/2020,16337,61,4,35,18,125.6,7,Complete
420,2/1/2020,16346,87,7,36,32,217.8,6,Complete
421,2/1/2020,16346,87,5,43,27,308.5,6,Complete
422,2/1/2020,16654,73,9,30,25,720.4,4,Complete
423,2/1/2020,16654,73,9,51,30,3575.9,4,Complete
424,2/1/2020,16654,73,9,55,61,2590.3,4,Complete
425,2/1/2020,16654,73,9,62,5,155.5,4,Complete
426,2/1/2020,16688,42,1,22,62,268.4,8,Complete
427,2/1/2020,16688,42,4,35,7,54.6,8,Complete
428,2/1/2020,16688,42,1,57,28,659.9,8,Complete
429,2/1/2020,16688,42,1,60,71,404.6,8,Complete
430,2/1/2020,16688,42,1,64,36,1392.6,8,Complete
431,2/1/2020,16709,5,3,3,33,756.7,9,Complete
432,2/1/2020,16709,5,3,26,38,1315.7,9,Complete
433,2/1/2020,16709,5,3,29,11,1566.9,9,Complete
434,2/1/2020,16715,35,9,1,22,481.9,5,Complete
435,2/1/2020,16715,35,9,58,13,615.3,5,Complete
436,2/1/2020,16730,63,7,20,21,1972.5,1,Complete
437,2/1/2020,16737,76,4,2,23,464.7,7,Complete
438,2/1/2020,16737,76,4,24,14,66.3,7,Complete
439,2/1/2020,16737,76,4,70,35,1070.4,7,Complete
440,2/1/2020,16737,76,4,77,29,412.4,7,Complete
441,2/1/2020,16760,44,7,7,22,873.5,1,Complete
442,2/1/2020,16760,44,7,52,16,1231.3,1,Complete
443,2/1/2020,16773,127,9,35,11,61.0,3,Complete
444,2/1/2020,16773,127,3,63,42,889.8,3,Complete
445,2/1/2020,16778,2,3,11,2,49.9,8,Complete
446,2/1/2020,16778,2,3,13,11,234.4,8,Complete
447,2/1/2020,16778,2,3,19,8,62.7,8,Complete
448,2/1/2020,16778,2,3,72,11,120.7,8,Complete
449,2/1/2020,16888,17,8,13,6,129.8,8,Complete
450,2/1/2020,16888,17,8,59,28,200.1,8,Complete
451,3/1/2020,10466,15,2,11,10,257.3,6,Complete
452,3/1/2020,10466,15,2,46,5,59.3,6,Complete
453,3/1/2020,10467,49,6,24,28,128.8,7,Complete
454,3/1/2020,10467,49,6,25,12,161.5,7,Complete
455,3/1/2020,10559,7,4,41,12,104.6,9,Complete
456,3/1/2020,10559,7,4,55,18,701.3,9,Complete
457,3/1/2020,11093,75,1,29,23,2314.9,3,Complete
458,3/1/2020,11093,75,1,56,21,707.4,3,Complete
459,3/1/2020,11708,30,5,55,9,331.3,8,Complete
460,3/1/2020,11708,30,5,62,19,514.7,8,Complete
461,3/1/2020,11708,30,5,64,14,399.4,8,Complete
462,3/1/2020,11708,30,5,65,20,182.5,8,Complete
463,3/1/2020,11924,19,2,69,34,70.0,4,Complete
464,3/1/2020,11924,19,2,71,6,179.3,4,Complete
465,3/1/2020,11944,5,2,20,35,3170.5,4,Complete
466,3/1/2020,11944,5,2,60,19,105.8,4,Complete
467,3/1/2020,11975,37,3,17,2,55.6,5,Complete
468,3/1/2020,11975,37,3,33,20,633.6,5,Complete
469,3/1/2020,12196,49,6,66,27,532.6,6,Complete
470,3/1/2020,12196,49,6,68,18,201.2,6,Complete
471,3/1/2020,12225,75,1,19,10,98.0,5,Complete
472,3/1/2020,12225,75,1,30,8,227.1,5,Complete
473,3/1/2020,12225,75,1,38,21,1873.9,5,Complete
474,3/1/2020,12225,75,1,56,12,555.5,5,Complete
475,3/1/2020,12807,10,1,41,22,243.2,7,Complete
476,3/1/2020,12807,10,1,44,34,2794.8,7,Complete
477,3/1/2020,12807,10,1,59,8,87.7,7,Complete
478,3/1/2020,13454,37,9,10,26,160.6,4,Complete
479,3/1/2020,13454,37,9,24,26,111.0,4,Complete
480,3/1/2020,13454,37,9,77,41,517.6,4,Complete
481,3/1/2020,13607,23,6,14,16,397.8,7,Complete
482,3/1/2020,13607,23,6,54,10,379.5,7,Complete
483,3/1/2020,13773,34,9,24,42,217.6,3,Complete
484,3/1/2020,13773,34,9,38,5,475.5,3,Complete
485,3/1/2020,13773,34,9,65,43,488.4,3,Complete
486,3/1/2020,13773,34,9,71,11,374.3,3,Complete
487,3/1/2020,15088,44,7,7,22,905.6,8,Complete
488,3/1/2020,15088,44,7,52,15,1196.8,8,Complete
489,3/1/2020,15415,82,1,4,14,334.3,5,Complete
490,3/1/2020,15415,82,1,7,47,1997.9,5,Complete
491,3/1/2020,15415,82,1,8,9,197.9,5,Complete
492,3/1/2020,15420,37,9,18,30,716.8,1,Complete
493,3/1/2020,15420,37,9,41,95,874.6,1,Complete
494,3/1/2020,15420,37,9,42,24,306.6,1,Complete
495,3/1/2020,15443,63,8,13,8,221.6,3,Complete
496,3/1/2020,15443,63,8,21,15,182.1,3,Complete
497,3/1/2020,15443,63,8,33,15,461.3,3,Complete
498,3/1/2020,15443,63,8,49,6,139.5,3,Complete
499,3/1/2020,15445,34,9,24,30,111.8,5,Complete
500,3/1/2020,15445,34,9,38,3,205.2,5,Complete
501,3/1/2020,15445,34,9,65,31,253.2,5,Complete
502,3/1/2020,15445,34,9,71,8,195.7,5,Complete
503,3/1/2020,15509,89,3,33,62,1893.4,9,Complete
504,3/1/2020,15509,89,3,72,21,284.8,9,Complete
505,3/1/2020,16125,75,1,7,9,338.0,5,Complete
506,3/1/2020,16125,75,1,60,18,93.4,5,Complete
507,3/1/2020,16125,75,1,68,7,99.3,5,Complete
508,3/1/2020,16267,63,8,4,14,360.4,7,Complete
509,3/1/2020,16267,63,8,36,27,248.1,7,Complete
510,3/1/2020,16413,25,8,23,48,419.4,3,Complete
511,3/1/2020,16413,25,8,26,29,944.6,3,Complete
512,3/1/2020,16413,25,8,36,24,186.2,3,Complete
513,3/1/2020,16413,25,8,37,34,128.7,3,Complete
514,3/1/2020,16413,25,8,72,30,350.4,3,Complete
515,3/1/2020,16719,48,1,53,4,278.7,9,Complete
516,3/1/2020,16762,90,9,19,14,128.8,2,Complete
517,3/1/2020,16762,90,9,49,12,266.1,2,Complete
518,3/1/2020,16762,90,9,61,6,182.7,2,Complete
519,3/1/2020,16792,73,9,7,7,287.7,2,Complete
520,3/1/2020,16792,73,9,13,18,446.6,2,Complete
521,3/1/2020,16847,58,8,51,19,1726.7,7,Complete
522,3/1/2020,16847,58,8,60,4,19.0,7,Complete
523,3/1/2020,16898,23,6,12,21,242.9,8,Complete
524,3/1/2020,16898,23,6,32,16,414.1,8,Complete
525,3/1/2020,16898,23,6,35,19,148.8,8,Complete
526,4/1/2020,12246,37,9,50,18,275.9,6,Complete
527,4/1/2020,12246,37,3,69,22,37.4,6,Complete
528,4/1/2020,13911,44,8,64,43,1255.7,1,Complete
529,4/1/2020,13911,44,8,68,3,29.8,1,Complete
530,4/1/2020,13911,44,8,76,13,4370.2,1,Complete
531,5/1/2020,10528,32,1,11,3,88.1,8,Complete
532,5/1/2020,10528,32,1,33,8,217.8,8,Complete
533,5/1/2020,10528,32,1,72,9,95.9,8,Complete
534,5/1/2020,12048,25,8,59,27,249.9,8,Complete
535,5/1/2020,12048,25,8,73,18,22.9,8,Complete
536,5/1/2020,13712,23,6,47,28,839.3,2,Complete
537,5/1/2020,13712,23,6,59,11,103.2,2,Complete
538,7/1/2020,15380,35,3,55,2,80.2,1,Complete
539,7/1/2020,15380,35,3,70,11,306.3,1,Complete
540,7/1/2020,15463,7,4,41,14,107.3,3,Complete
541,7/1/2020,15463,7,4,55,21,719.3,3,Complete
542,8/1/2020,13735,37,3,14,71,1685.3,5,Complete
543,8/1/2020,13735,37,3,65,20,188.1,5,Complete
544,9/1/2020,11950,32,1,31,67,710.1,1,Complete
545,9/1/2020,11950,32,4,35,45,346.5,1,Complete
546,9/1/2020,11950,32,1,46,51,648.3,1,Complete
547,9/1/2020,11950,32,1,72,27,346.7,1,Complete
548,9/1/2020,13700,39,9,30,8,233.2,1,Complete
549,9/1/2020,13700,39,9,43,14,200.8,1,Complete
550,10/1/2020,10560,25,8,30,20,512.4,1,Complete
551,10/1/2020,10560,25,8,62,15,468.0,1,Complete
552,10/1/2020,13010,5,2,44,19,1628.4,1,Complete
553,10/1/2020,13010,5,2,59,17,154.6,1,Complete
554,10/1/2020,13010,5,2,63,9,200.7,1,Complete
555,10/1/2020,13010,5,2,73,29,32.9,1,Complete
556,10/1/2020,13836,33,3,29,9,979.5,6,Complete
557,10/1/2020,13836,33,3,72,4,46.9,6,Complete
558,11/1/2020,10347,21,2,25,10,132.1,7,Complete
559,11/1/2020,10347,21,2,39,50,2936.0,7,Complete
560,11/1/2020,10347,21,2,40,4,68.0,7,Complete
561,11/1/2020,10347,21,2,75,6,46.5,7,Complete
562,11/1/2020,13859,61,2,13,22,582.4,9,Complete
563,11/1/2020,13859,61,2,44,26,2470.9,9,Complete
564,11/1/2020,13859,61,2,51,2,245.0,9,Complete
565,11/1/2020,15525,63,8,1,50,1116.1,5,Complete
566,11/1/2020,15525,63,8,40,45,877.2,5,Complete
567,11/1/2020,15525,63,8,53,40,2760.2,5,Complete
568,12/1/2020,10375,23,6,14,15,323.9,5,Complete
569,12/1/2020,10375,23,6,54,10,329.5,5,Complete
570,12/1/2020,10486,35,9,11,5,141.9,6,Complete
571,12/1/2020,10486,35,9,51,25,2421.3,6,Complete
572,12/1/2020,10486,35,9,74,16,439.8,6,Complete
573,12/1/2020,10561,79,8,44,10,688.9,1,Complete
574,12/1/2020,10561,79,8,51,50,5042.5,1,Complete
575,12/1/2020,15406,58,8,45,24,224.9,6,Complete
576,12/1/2020,15406,58,8,53,7,438.4,6,Complete
577,12/1/2020,15406,58,8,67,35,2076.9,6,Complete
1,13/1/2020,10381,46,2,74,14,428.3,1,Complete
2,13/1/2020,10382,19,3,5,32,179.8,2,Complete
3,13/1/2020,10382,19,3,18,9,241.0,2,Complete
4,13/1/2020,10382,19,3,29,14,1811.3,2,Complete
5,14/1/2020,10382,19,3,33,60,1649.4,2,Complete
6,14/1/2020,10382,19,3,74,50,1360.5,2,Complete
7,14/1/2020,10391,17,8,13,18,416.2,1,Complete
8,14/1/2020,10392,59,4,69,50,104.5,2,Complete
9,14/1/2020,10405,47,2,3,50,924.0,5,Complete
10,15/1/2020,10422,27,6,26,2,56.7,2,Complete
11,15/1/2020,10425,41,4,55,10,360.4,5,Complete
12,15/1/2020,10425,41,4,76,20,7228.6,5,Complete
13,15/1/2020,10450,84,5,10,20,152.8,1,Complete
14,15/1/2020,10450,84,5,54,6,211.3,1,Complete
15,15/1/2020,10451,63,7,55,120,4803.6,1,Complete
372,2/1/2020,14702,37,2,36,48,317.1,2,Complete
16,15/1/2020,10451,63,7,64,35,1257.9,1,Complete
17,16/1/2020,10451,63,7,65,28,298.5,1,Complete
18,16/1/2020,10451,63,7,77,55,688.1,1,Complete
19,16/1/2020,10478,84,4,10,20,132.0,8,Complete
20,16/1/2020,10495,42,1,23,10,83.3,5,Complete
21,16/1/2020,10495,42,1,41,20,204.4,5,Complete
22,16/1/2020,10495,42,1,77,5,65.6,5,Complete
23,17/1/2020,10517,37,9,52,6,512.9,7,Complete
24,17/1/2020,10517,37,9,59,4,33.2,7,Complete
25,17/1/2020,10517,37,9,70,6,186.5,7,Complete
26,17/1/2020,10519,37,9,10,16,120.8,9,Complete
27,17/1/2020,10519,37,9,56,40,1629.2,9,Complete
28,17/1/2020,10519,37,9,60,10,51.1,9,Complete
29,17/1/2020,11088,19,2,69,31,76.6,8,Complete
30,18/1/2020,11088,19,2,71,5,179.1,8,Complete
31,18/1/2020,11351,61,2,13,25,620.2,1,Complete
32,18/1/2020,11351,61,2,44,30,2672.1,1,Complete
33,18/1/2020,11351,61,2,51,2,229.6,1,Complete
34,18/1/2020,11392,51,1,18,39,969.3,2,Complete
35,18/1/2020,11392,51,1,42,10,151.5,2,Complete
36,19/1/2020,11392,51,1,47,16,393.6,2,Complete
37,19/1/2020,11411,42,1,38,24,1634.6,1,Complete
38,19/1/2020,11411,42,1,41,16,151.3,1,Complete
39,19/1/2020,11411,42,1,44,94,6291.5,1,Complete
40,19/1/2020,11411,42,1,65,12,109.8,1,Complete
41,19/1/2020,11766,82,1,21,40,456.7,6,Complete
42,19/1/2020,11766,82,1,27,28,1238.8,6,Complete
43,20/1/2020,11766,82,1,55,28,1184.6,6,Complete
44,20/1/2020,11766,82,1,58,33,1680.2,6,Complete
45,20/1/2020,11814,73,9,8,25,539.2,4,Complete
46,20/1/2020,11814,73,9,21,49,531.6,4,Complete
47,20/1/2020,11814,73,9,40,100,1980.4,4,Complete
48,20/1/2020,11814,73,9,44,7,545.5,4,Complete
49,20/1/2020,11835,56,7,41,23,254.9,5,Complete
50,21/1/2020,11835,56,7,51,170,19525.6,5,Complete
51,21/1/2020,11835,56,7,77,24,337.0,5,Complete
52,21/1/2020,11929,75,1,29,17,2255.2,9,Complete
53,21/1/2020,11929,75,1,56,15,666.0,9,Complete
54,21/1/2020,11953,73,9,2,30,509.4,3,Complete
55,22/1/2020,11953,73,9,14,51,986.1,3,Complete
56,22/1/2020,11953,73,9,25,9,115.0,3,Complete
57,22/1/2020,11953,73,9,26,85,2365.5,3,Complete
58,22/1/2020,11953,73,9,31,39,278.1,3,Complete
59,22/1/2020,12104,48,1,28,6,271.4,4,Complete
60,22/1/2020,12104,48,1,67,6,404.7,4,Complete
